px,py,pz,v1x,v1y,v1z,v2x,v2y,v2z,hand
0.054308,-0.049986,0.087539,0.906538,0.142596,-0.397311,-0.35189,-0.264593,-0.897866,0
0.053695,-0.049675,0.086548,0.909318,0.141404,-0.391339,-0.346958,-0.261506,-0.900686,0
0.053014,-0.049626,0.085439,0.911099,0.139611,-0.387823,-0.340984,-0.273331,-0.899456,0
0.05232,-0.049479,0.084244,0.913611,0.139487,-0.381913,-0.33424,-0.277187,-0.900806,0
0.051776,-0.04965,0.083165,0.915073,0.138726,-0.378678,-0.3286,-0.287888,-0.899524,0
0.051211,-0.049749,0.081898,0.918493,0.143186,-0.368603,-0.324173,-0.261163,-0.909234,0
0.050641,-0.049982,0.081012,0.91899,0.143331,-0.367306,-0.319516,-0.275096,-0.90677,0
0.049966,-0.049801,0.080111,0.921061,0.14351,-0.36201,-0.315158,-0.27134,-0.909423,0
0.049632,-0.050162,0.079459,0.921329,0.143708,-0.361249,-0.311629,-0.28261,-0.907204,0
0.04925,-0.050332,0.079003,0.922162,0.144494,-0.358802,-0.310017,-0.278628,-0.908986,0
0.048999,-0.05058,0.078712,0.922892,0.146616,-0.356053,-0.309715,-0.266776,-0.912638,0
0.048675,-0.050658,0.078553,0.923579,0.146421,-0.35435,-0.309289,-0.261674,-0.914258,0
0.048501,-0.051081,0.078615,0.922999,0.146491,-0.355826,-0.309573,-0.266544,-0.912754,0
0.048294,-0.051518,0.078672,0.922858,0.147215,-0.355895,-0.310066,-0.264147,-0.913283,0
0.048049,-0.052091,0.078694,0.922695,0.149043,-0.355556,-0.310572,-0.259082,-0.914561,0
0.047855,-0.052778,0.078705,0.922501,0.151582,-0.354985,-0.310748,-0.253892,-0.915956,0
0.047521,-0.053314,0.078663,0.922357,0.151184,-0.355529,-0.309529,-0.261512,-0.914223,0
0.047291,-0.054152,0.078354,0.922686,0.154253,-0.35335,-0.307157,-0.259841,-0.915498,0
0.04691,-0.054719,0.07799,0.92348,0.155171,-0.350865,-0.30412,-0.261421,-0.916062,0
0.046269,-0.054464,0.077565,0.92388,0.137076,-0.35729,-0.298965,-0.324281,-0.897475,0
0.045801,-0.054873,0.076817,0.925663,0.136969,-0.352685,-0.294519,-0.324291,-0.898941,0
0.045449,-0.055184,0.076095,0.927488,0.140189,-0.346574,-0.291298,-0.310077,-0.904985,0
0.045127,-0.056131,0.074971,0.93042,0.16251,-0.328495,-0.288138,-0.22954,-0.929671,0
0.044569,-0.056194,0.07447,0.930832,0.16147,-0.327841,-0.285651,-0.238062,-0.928294,0
0.044063,-0.056301,0.073885,0.93171,0.160591,-0.32577,-0.283074,-0.240901,-0.928351,0
0.043472,-0.056267,0.073219,0.932713,0.159451,-0.323453,-0.280134,-0.244463,-0.928312,0
0.043059,-0.056529,0.07258,0.933363,0.159905,-0.321348,-0.278706,-0.241285,-0.929572,0
0.042357,-0.055951,0.072226,0.93202,0.137591,-0.335271,-0.274452,-0.336191,-0.900917,0
0.042013,-0.056798,0.071076,0.935928,0.159904,-0.313799,-0.275137,-0.224247,-0.934886,0
0.041439,-0.056761,0.070158,0.937616,0.158947,-0.309212,-0.272002,-0.218581,-0.937143,0
